index,label,text,term,opinion,start,end,text_left,text_right
86271,0,支付宝那边不能用 不弄了退换很麻烦,退换,很麻烦,12,14,支付宝那边不能用 不弄了,很麻烦
86272,0,首先我要评价商家诚信度，咨询客服有没有现货，客服说有叫我下单，我下单了结果是没有现货，整整一周才给发货，那不是欺骗消费者下单吗，可以跟我说没有现货为什么要骗人呢，还有就是鞋柜质量，柜门卡不住，43码的鞋放不了，要斜着放才能勉强关上门，拿鞋出来板也跟着掉出来了，无语,现货,没有,40,42,首先我要评价商家诚信度，咨询客服有没有现货，客服说有叫我下单，我下单了结果是没有,，整整一周才给发货，那不是欺骗消费者下单吗，可以跟我说没有现货为什么要骗人呢，还有就是鞋柜质量，柜门卡不住，43码的鞋放不了，要斜着放才能勉强关上门，拿鞋出来板也跟着掉出来了，无语
86273,0,首先我要评价商家诚信度，咨询客服有没有现货，客服说有叫我下单，我下单了结果是没有现货，整整一周才给发货，那不是欺骗消费者下单吗，可以跟我说没有现货为什么要骗人呢，还有就是鞋柜质量，柜门卡不住，43码的鞋放不了，要斜着放才能勉强关上门，拿鞋出来板也跟着掉出来了，无语,柜门,卡不住,90,92,首先我要评价商家诚信度，咨询客服有没有现货，客服说有叫我下单，我下单了结果是没有现货，整整一周才给发货，那不是欺骗消费者下单吗，可以跟我说没有现货为什么要骗人呢，还有就是鞋柜质量，,卡不住，43码的鞋放不了，要斜着放才能勉强关上门，拿鞋出来板也跟着掉出来了，无语
86274,0,首先我要评价商家诚信度，咨询客服有没有现货，客服说有叫我下单，我下单了结果是没有现货，整整一周才给发货，那不是欺骗消费者下单吗，可以跟我说没有现货为什么要骗人呢，还有就是鞋柜质量，柜门卡不住，43码的鞋放不了，要斜着放才能勉强关上门，拿鞋出来板也跟着掉出来了，无语,43码的鞋,放不了,96,101,首先我要评价商家诚信度，咨询客服有没有现货，客服说有叫我下单，我下单了结果是没有现货，整整一周才给发货，那不是欺骗消费者下单吗，可以跟我说没有现货为什么要骗人呢，还有就是鞋柜质量，柜门卡不住，,放不了，要斜着放才能勉强关上门，拿鞋出来板也跟着掉出来了，无语
86275,0,首先我要评价商家诚信度，咨询客服有没有现货，客服说有叫我下单，我下单了结果是没有现货，整整一周才给发货，那不是欺骗消费者下单吗，可以跟我说没有现货为什么要骗人呢，还有就是鞋柜质量，柜门卡不住，43码的鞋放不了，要斜着放才能勉强关上门，拿鞋出来板也跟着掉出来了，无语,拿鞋出来板,跟着掉出来,117,122,首先我要评价商家诚信度，咨询客服有没有现货，客服说有叫我下单，我下单了结果是没有现货，整整一周才给发货，那不是欺骗消费者下单吗，可以跟我说没有现货为什么要骗人呢，还有就是鞋柜质量，柜门卡不住，43码的鞋放不了，要斜着放才能勉强关上门，,也跟着掉出来了，无语
86276,0,外观材质：尺寸大小严重不符,尺寸&&大小,严重不符,5,9,外观材质：,严重不符
86298,0,不知道你们怎么感觉的，这个东西整体好轻薄，还没有竹子那种硬，到货就螺丝弯掉，也不解决也不回话,螺丝,弯掉,33,35,不知道你们怎么感觉的，这个东西整体好轻薄，还没有竹子那种硬，到货就,弯掉，也不解决也不回话
86299,0,气味有点大，小孩容易扳倒。个别门有破损，还好不严重！,气味,有点大,0,2,,有点大，小孩容易扳倒。个别门有破损，还好不严重！
86300,0,气味有点大，小孩容易扳倒。个别门有破损，还好不严重！,扳倒,容易,10,12,气味有点大，小孩容易,。个别门有破损，还好不严重！
86301,0,气味有点大，小孩容易扳倒。个别门有破损，还好不严重！,破损,个别门有,17,19,气味有点大，小孩容易扳倒。个别门有,，还好不严重！
86303,0,从来不给差评，先不说质量有好差，柜子一回来就是弯曲的，放两三件衣服半夜倒几次。客服态度差，我让重新发一个，还让我自己给邮费。无语太差了,放两三件衣服,半夜倒几次,27,33,从来不给差评，先不说质量有好差，柜子一回来就是弯曲的，,半夜倒几次。客服态度差，我让重新发一个，还让我自己给邮费。无语太差了
86304,0,从来不给差评，先不说质量有好差，柜子一回来就是弯曲的，放两三件衣服半夜倒几次。客服态度差，我让重新发一个，还让我自己给邮费。无语太差了,客服态度,差,39,43,从来不给差评，先不说质量有好差，柜子一回来就是弯曲的，放两三件衣服半夜倒几次。,差，我让重新发一个，还让我自己给邮费。无语太差了
86309,0,同样价位的桌子跟他完全就不一样，一个天一个地，安卓桌面的四个孔太浅了。我拿电钻上的一抬就掉了，桌子还特别晃，而且还有划痕，客服半天不回我，还敷衍我，比较差的一次购物，去隔壁买了一个，比这个效果还要好安装固定的死死的包装完好。一共就给我了八块钱。,四个孔,太浅,28,31,同样价位的桌子跟他完全就不一样，一个天一个地，安卓桌面的,太浅了。我拿电钻上的一抬就掉了，桌子还特别晃，而且还有划痕，客服半天不回我，还敷衍我，比较差的一次购物，去隔壁买了一个，比这个效果还要好安装固定的死死的包装完好。一共就给我了八块钱。
86310,0,同样价位的桌子跟他完全就不一样，一个天一个地，安卓桌面的四个孔太浅了。我拿电钻上的一抬就掉了，桌子还特别晃，而且还有划痕，客服半天不回我，还敷衍我，比较差的一次购物，去隔壁买了一个，比这个效果还要好安装固定的死死的包装完好。一共就给我了八块钱。,划痕,还有,58,60,同样价位的桌子跟他完全就不一样，一个天一个地，安卓桌面的四个孔太浅了。我拿电钻上的一抬就掉了，桌子还特别晃，而且还有,，客服半天不回我，还敷衍我，比较差的一次购物，去隔壁买了一个，比这个效果还要好安装固定的死死的包装完好。一共就给我了八块钱。
86311,0,同样价位的桌子跟他完全就不一样，一个天一个地，安卓桌面的四个孔太浅了。我拿电钻上的一抬就掉了，桌子还特别晃，而且还有划痕，客服半天不回我，还敷衍我，比较差的一次购物，去隔壁买了一个，比这个效果还要好安装固定的死死的包装完好。一共就给我了八块钱。,客服,半天不回,61,63,同样价位的桌子跟他完全就不一样，一个天一个地，安卓桌面的四个孔太浅了。我拿电钻上的一抬就掉了，桌子还特别晃，而且还有划痕，,半天不回我，还敷衍我，比较差的一次购物，去隔壁买了一个，比这个效果还要好安装固定的死死的包装完好。一共就给我了八块钱。
86312,0,同样价位的桌子跟他完全就不一样，一个天一个地，安卓桌面的四个孔太浅了。我拿电钻上的一抬就掉了，桌子还特别晃，而且还有划痕，客服半天不回我，还敷衍我，比较差的一次购物，去隔壁买了一个，比这个效果还要好安装固定的死死的包装完好。一共就给我了八块钱。,客服,还敷衍,61,63,同样价位的桌子跟他完全就不一样，一个天一个地，安卓桌面的四个孔太浅了。我拿电钻上的一抬就掉了，桌子还特别晃，而且还有划痕，,半天不回我，还敷衍我，比较差的一次购物，去隔壁买了一个，比这个效果还要好安装固定的死死的包装完好。一共就给我了八块钱。
86313,0,同样价位的桌子跟他完全就不一样，一个天一个地，安卓桌面的四个孔太浅了。我拿电钻上的一抬就掉了，桌子还特别晃，而且还有划痕，客服半天不回我，还敷衍我，比较差的一次购物，去隔壁买了一个，比这个效果还要好安装固定的死死的包装完好。一共就给我了八块钱。,一次购物,比较差,78,82,同样价位的桌子跟他完全就不一样，一个天一个地，安卓桌面的四个孔太浅了。我拿电钻上的一抬就掉了，桌子还特别晃，而且还有划痕，客服半天不回我，还敷衍我，比较差的,，去隔壁买了一个，比这个效果还要好安装固定的死死的包装完好。一共就给我了八块钱。
86314,0,不怎么好，有裂痕，板材也不是很厚实,裂痕,有,6,8,不怎么好，有,，板材也不是很厚实
86315,0,不怎么好，有裂痕，板材也不是很厚实,板材,不是很厚实,9,11,不怎么好，有裂痕，,也不是很厚实
86316,0,说好的送上门安装结果却是送上门以后自己安装，快递直接给你丢家里就走了，家里就我一个人搬了老半天。之前说好的问送礼品也没有，问了确说要配图好评才寄，再说说产品质量按摩还是可以的，就是气囊就是个摆设，肩和头的直接没感觉，手和脚的开到最强都还是刚感觉到就泄气了。这样的产品和服务我真不知道如何给好评？,送上门安装,是送上门以后自己安装,3,8,说好的,结果却是送上门以后自己安装，快递直接给你丢家里就走了，家里就我一个人搬了老半天。之前说好的问送礼品也没有，问了确说要配图好评才寄，再说说产品质量按摩还是可以的，就是气囊就是个摆设，肩和头的直接没感觉，手和脚的开到最强都还是刚感觉到就泄气了。这样的产品和服务我真不知道如何给好评？
86317,0,说好的送上门安装结果却是送上门以后自己安装，快递直接给你丢家里就走了，家里就我一个人搬了老半天。之前说好的问送礼品也没有，问了确说要配图好评才寄，再说说产品质量按摩还是可以的，就是气囊就是个摆设，肩和头的直接没感觉，手和脚的开到最强都还是刚感觉到就泄气了。这样的产品和服务我真不知道如何给好评？,送礼品,没有,54,57,说好的送上门安装结果却是送上门以后自己安装，快递直接给你丢家里就走了，家里就我一个人搬了老半天。之前说好的问,也没有，问了确说要配图好评才寄，再说说产品质量按摩还是可以的，就是气囊就是个摆设，肩和头的直接没感觉，手和脚的开到最强都还是刚感觉到就泄气了。这样的产品和服务我真不知道如何给好评？
86319,0,说好的送上门安装结果却是送上门以后自己安装，快递直接给你丢家里就走了，家里就我一个人搬了老半天。之前说好的问送礼品也没有，问了确说要配图好评才寄，再说说产品质量按摩还是可以的，就是气囊就是个摆设，肩和头的直接没感觉，手和脚的开到最强都还是刚感觉到就泄气了。这样的产品和服务我真不知道如何给好评？,气囊,是个摆设,90,92,说好的送上门安装结果却是送上门以后自己安装，快递直接给你丢家里就走了，家里就我一个人搬了老半天。之前说好的问送礼品也没有，问了确说要配图好评才寄，再说说产品质量按摩还是可以的，就是,就是个摆设，肩和头的直接没感觉，手和脚的开到最强都还是刚感觉到就泄气了。这样的产品和服务我真不知道如何给好评？
86320,0,说好的送上门安装结果却是送上门以后自己安装，快递直接给你丢家里就走了，家里就我一个人搬了老半天。之前说好的问送礼品也没有，问了确说要配图好评才寄，再说说产品质量按摩还是可以的，就是气囊就是个摆设，肩和头的直接没感觉，手和脚的开到最强都还是刚感觉到就泄气了。这样的产品和服务我真不知道如何给好评？,肩&&头,没感觉,98,101,说好的送上门安装结果却是送上门以后自己安装，快递直接给你丢家里就走了，家里就我一个人搬了老半天。之前说好的问送礼品也没有，问了确说要配图好评才寄，再说说产品质量按摩还是可以的，就是气囊就是个摆设，,的直接没感觉，手和脚的开到最强都还是刚感觉到就泄气了。这样的产品和服务我真不知道如何给好评？
86321,0,说好的送上门安装结果却是送上门以后自己安装，快递直接给你丢家里就走了，家里就我一个人搬了老半天。之前说好的问送礼品也没有，问了确说要配图好评才寄，再说说产品质量按摩还是可以的，就是气囊就是个摆设，肩和头的直接没感觉，手和脚的开到最强都还是刚感觉到就泄气了。这样的产品和服务我真不知道如何给好评？,手&&脚,开到最强都还是刚感觉到就泄气,108,111,说好的送上门安装结果却是送上门以后自己安装，快递直接给你丢家里就走了，家里就我一个人搬了老半天。之前说好的问送礼品也没有，问了确说要配图好评才寄，再说说产品质量按摩还是可以的，就是气囊就是个摆设，肩和头的直接没感觉，,的开到最强都还是刚感觉到就泄气了。这样的产品和服务我真不知道如何给好评？
86322,0,材质不是太好，有几处轻微变形的，下面腿子调整螺丝扣设计的太烂，间隙太大，快递物流也比较差劲，,材质,不是太好,0,2,,不是太好，有几处轻微变形的，下面腿子调整螺丝扣设计的太烂，间隙太大，快递物流也比较差劲，
86323,0,材质不是太好，有几处轻微变形的，下面腿子调整螺丝扣设计的太烂，间隙太大，快递物流也比较差劲，,有几处,轻微变形,7,10,材质不是太好，,轻微变形的，下面腿子调整螺丝扣设计的太烂，间隙太大，快递物流也比较差劲，
86324,0,材质不是太好，有几处轻微变形的，下面腿子调整螺丝扣设计的太烂，间隙太大，快递物流也比较差劲，,腿子调整螺丝扣,设计的太烂,18,25,材质不是太好，有几处轻微变形的，下面,设计的太烂，间隙太大，快递物流也比较差劲，
86325,0,材质不是太好，有几处轻微变形的，下面腿子调整螺丝扣设计的太烂，间隙太大，快递物流也比较差劲，,间隙,太大,31,33,材质不是太好，有几处轻微变形的，下面腿子调整螺丝扣设计的太烂，,太大，快递物流也比较差劲，
86326,0,材质不是太好，有几处轻微变形的，下面腿子调整螺丝扣设计的太烂，间隙太大，快递物流也比较差劲，,快递&&物流,比较差劲,36,40,材质不是太好，有几处轻微变形的，下面腿子调整螺丝扣设计的太烂，间隙太大，,也比较差劲，
86334,0,客服态度及其恶劣……只会一句看图纸，镜子掉了也叫我看图纸，物流速度极慢，材质不咋滴不过这个价位的东西也就这样了，安装视频叫我去看类似的……我也是醉了，反正极度反感,客服态度,及其恶劣,0,4,,及其恶劣……只会一句看图纸，镜子掉了也叫我看图纸，物流速度极慢，材质不咋滴不过这个价位的东西也就这样了，安装视频叫我去看类似的……我也是醉了，反正极度反感
86335,0,客服态度及其恶劣……只会一句看图纸，镜子掉了也叫我看图纸，物流速度极慢，材质不咋滴不过这个价位的东西也就这样了，安装视频叫我去看类似的……我也是醉了，反正极度反感,镜子,掉了,18,20,客服态度及其恶劣……只会一句看图纸，,掉了也叫我看图纸，物流速度极慢，材质不咋滴不过这个价位的东西也就这样了，安装视频叫我去看类似的……我也是醉了，反正极度反感
86336,0,客服态度及其恶劣……只会一句看图纸，镜子掉了也叫我看图纸，物流速度极慢，材质不咋滴不过这个价位的东西也就这样了，安装视频叫我去看类似的……我也是醉了，反正极度反感,物流速度,极慢,29,33,客服态度及其恶劣……只会一句看图纸，镜子掉了也叫我看图纸，,极慢，材质不咋滴不过这个价位的东西也就这样了，安装视频叫我去看类似的……我也是醉了，反正极度反感
86337,0,客服态度及其恶劣……只会一句看图纸，镜子掉了也叫我看图纸，物流速度极慢，材质不咋滴不过这个价位的东西也就这样了，安装视频叫我去看类似的……我也是醉了，反正极度反感,材质,不咋滴,36,38,客服态度及其恶劣……只会一句看图纸，镜子掉了也叫我看图纸，物流速度极慢，,不咋滴不过这个价位的东西也就这样了，安装视频叫我去看类似的……我也是醉了，反正极度反感
86339,0,优点：好拼装，没有什么味道，基本拼起来，擦一下就可以放进房间使用了。 缺点：板子不是很光滑，细节上有待提高，稍不注意就会划手。,板子,不是很光滑,38,40,优点：好拼装，没有什么味道，基本拼起来，擦一下就可以放进房间使用了。 缺点：,不是很光滑，细节上有待提高，稍不注意就会划手。
86340,0,商品品质：质量太差了吧，中午打满的气，几个小时就感觉明显的漏气了！几天还能理解，几个小时就有点过分了，质量问题太严重！,质量,太差,5,7,商品品质：,太差了吧，中午打满的气，几个小时就感觉明显的漏气了！几天还能理解，几个小时就有点过分了，质量问题太严重！
86341,0,商品品质：质量太差了吧，中午打满的气，几个小时就感觉明显的漏气了！几天还能理解，几个小时就有点过分了，质量问题太严重！,质量问题,太严重,51,55,商品品质：质量太差了吧，中午打满的气，几个小时就感觉明显的漏气了！几天还能理解，几个小时就有点过分了，,太严重！
86342,0,商品品质：质量太差了吧，中午打满的气，几个小时就感觉明显的漏气了！几天还能理解，几个小时就有点过分了，质量问题太严重！,漏气,明显,29,31,商品品质：质量太差了吧，中午打满的气，几个小时就感觉明显的,了！几天还能理解，几个小时就有点过分了，质量问题太严重！
86343,0,粘上去没半个小时就这样子。客服说拿了吹风机。吹了也没用。不值得购买,购买,不值得,31,33,粘上去没半个小时就这样子。客服说拿了吹风机。吹了也没用。不值得,
86358,0,置物架得四角不平整，努力调整也不能完全平整！而且还没安装就看发现其中一块面板是被撞过的，超过长十公分的面积是拱起来的。材质也没有想象中的好，每一块都有刮痕。而且，物流慢，买家服务差，大家还是还是慎重购买……,四角,不平整,4,6,置物架得,不平整，努力调整也不能完全平整！而且还没安装就看发现其中一块面板是被撞过的，超过长十公分的面积是拱起来的。材质也没有想象中的好，每一块都有刮痕。而且，物流慢，买家服务差，大家还是还是慎重购买……
86359,0,置物架得四角不平整，努力调整也不能完全平整！而且还没安装就看发现其中一块面板是被撞过的，超过长十公分的面积是拱起来的。材质也没有想象中的好，每一块都有刮痕。而且，物流慢，买家服务差，大家还是还是慎重购买……,一块面板,是被撞过的,34,38,置物架得四角不平整，努力调整也不能完全平整！而且还没安装就看发现其中,是被撞过的，超过长十公分的面积是拱起来的。材质也没有想象中的好，每一块都有刮痕。而且，物流慢，买家服务差，大家还是还是慎重购买……
86360,0,置物架得四角不平整，努力调整也不能完全平整！而且还没安装就看发现其中一块面板是被撞过的，超过长十公分的面积是拱起来的。材质也没有想象中的好，每一块都有刮痕。而且，物流慢，买家服务差，大家还是还是慎重购买……,超过长十公分的面积,是拱起来的,44,53,置物架得四角不平整，努力调整也不能完全平整！而且还没安装就看发现其中一块面板是被撞过的，,是拱起来的。材质也没有想象中的好，每一块都有刮痕。而且，物流慢，买家服务差，大家还是还是慎重购买……
86361,0,置物架得四角不平整，努力调整也不能完全平整！而且还没安装就看发现其中一块面板是被撞过的，超过长十公分的面积是拱起来的。材质也没有想象中的好，每一块都有刮痕。而且，物流慢，买家服务差，大家还是还是慎重购买……,材质,没有想象中的好,59,61,置物架得四角不平整，努力调整也不能完全平整！而且还没安装就看发现其中一块面板是被撞过的，超过长十公分的面积是拱起来的。,也没有想象中的好，每一块都有刮痕。而且，物流慢，买家服务差，大家还是还是慎重购买……
86362,0,置物架得四角不平整，努力调整也不能完全平整！而且还没安装就看发现其中一块面板是被撞过的，超过长十公分的面积是拱起来的。材质也没有想象中的好，每一块都有刮痕。而且，物流慢，买家服务差，大家还是还是慎重购买……,刮痕,有,75,77,置物架得四角不平整，努力调整也不能完全平整！而且还没安装就看发现其中一块面板是被撞过的，超过长十公分的面积是拱起来的。材质也没有想象中的好，每一块都有,。而且，物流慢，买家服务差，大家还是还是慎重购买……
86363,0,置物架得四角不平整，努力调整也不能完全平整！而且还没安装就看发现其中一块面板是被撞过的，超过长十公分的面积是拱起来的。材质也没有想象中的好，每一块都有刮痕。而且，物流慢，买家服务差，大家还是还是慎重购买……,物流,慢,81,83,置物架得四角不平整，努力调整也不能完全平整！而且还没安装就看发现其中一块面板是被撞过的，超过长十公分的面积是拱起来的。材质也没有想象中的好，每一块都有刮痕。而且，,慢，买家服务差，大家还是还是慎重购买……
